RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID
1,2,2,55,1,1,2,3,1,55,3,3211354
1,2,1,42,1,1,2,2,1,42,1,2484916
1,2,2,26,1,1,2,3,1,26,1,1526168
9,2,3,48,3,2,2,7,68,303,3,2761810
1,2,4,6,1,1,2,9,49,6,1,258879
1,1,3,2,1,1,2,5,1,13,1,947248
9,2,1,9,1,1,2,1,68,9,1,625748
2,1,1,34,1,1,2,2,2,51,1,1841398
9,1,4,35,1,1,2,8,68,4,1,1899642
1,1,2,19,1,1,1,4,10,19,1,1179311
9,2,4,15,3,1,2,9,68,215,2,963494
8,1,3,37,1,1,2,5,1,26,1,2118444
1,1,2,26,1,1,2,3,12,26,1,1514193
1,2,3,28,1,1,2,6,1,28,1,1645887
1,1,2,17,1,1,1,3,1,436,1,1011720
8,2,2,56,1,1,2,4,68,18,1,1232579
1,1,2,18,1,1,1,3,1,18,1,1159140
3,1,4,4,1,1,2,8,1,30,1,99555
9,1,2,26,1,1,2,3,68,26,1,1502521
1,2,3,22,1,1,2,7,1,22,1,1288411
1,1,3,24,1,1,2,5,1,24,7,1366378
6,2,4,25,1,1,2,9,59,6,1,277897
9,2,3,48,1,1,2,7,68,48,1,2712672
8,1,4,6,1,1,2,9,67,6,1,348062
1,1,1,17,1,1,2,3,1,17,1,1072310
1,1,2,29,1,1,2,4,1,48,4,1672706
1,2,2,46,1,1,2,4,1,27,1,2622289
1,1,2,17,1,1,2,3,1,42,1,1052670
1,2,4,53,1,1,2,9,1,22,1,3105113
9,1,4,22,1,1,2,8,68,8,1,567827
8,2,1,36,2,1,1,2,67,72,2,1995057
9,2,4,6,1,1,2,9,68,6,1,262918
9,2,4,6,1,1,2,9,68,363,1,262045
1,2,2,39,1,1,2,3,1,39,1,2256040
8,1,9,8,1,1,1,8,68,12,1,546546
9,1,2,17,1,1,2,3,68,17,1,988935
3,2,3,47,1,1,2,6,1,37,2,2627608
6,1,2,22,1,2,2,7,1,449,1,1317754
1,2,3,25,1,1,2,5,1,12,2,741937
4,1,2,17,1,1,2,3,1,17,1,1082000
1,2,4,6,1,1,1,9,1,6,1,328835
1,1,2,31,1,1,2,4,1,31,1,1739889
9,2,2,20,1,1,2,4,68,160,1,1236344
1,1,2,18,1,1,2,3,1,18,1,1144742
8,2,3,13,1,1,2,5,67,36,1,935536
1,2,3,47,1,1,1,6,1,26,3,2685171
1,1,2,55,1,1,2,3,1,55,1,3208682
1,2,3,48,1,1,2,7,1,338,1,2759720
1,2,3,48,1,1,2,7,1,48,1,2717078
1,2,1,42,1,1,2,2,1,42,1,2545869
1,1,2,26,1,1,1,3,1,26,1,1560871
1,1,4,6,1,1,2,9,1,316,1,428795
1,1,2,39,1,1,2,3,1,4,1,2243343
3,1,3,45,3,1,2,5,1,45,1,2589355
1,1,3,41,1,1,2,6,1,28,1,1657800
1,2,4,6,2,1,2,9,1,248,1,486222
1,2,3,5,1,1,1,7,38,5,1,142325
2,1,4,6,1,1,2,9,2,28,1,513632
9,1,3,13,2,1,2,5,68,13,1,937152
1,1,4,6,1,1,2,9,1,6,1,353706
1,2,2,17,1,1,2,3,11,29,1,1094867
1,2,3,48,1,1,1,7,58,9,1,2852931
1,1,3,12,1,1,2,5,1,12,4,733504
1,2,3,47,1,1,2,6,1,47,1,2644961
1,2,3,28,1,1,2,6,1,47,1,1657583
1,1,3,5,1,1,2,7,1,5,1,152035
1,1,4,8,1,1,2,8,1,40,1,580842
1,1,3,45,1,1,2,5,1,26,1,2592822
1,1,1,25,1,1,2,1,1,25,1,1476921
1,1,1,44,1,1,2,1,1,36,1,2562788
9,2,2,39,1,1,2,3,68,39,1,2272559
1,2,4,4,1,1,2,8,1,4,2,72695
9,1,4,32,1,1,2,8,68,32,1,1775921
1,2,3,34,1,1,2,5,23,45,1,2606406
9,1,4,15,5,1,2,9,68,15,1,951561
1,1,4,8,1,2,2,8,1,8,1,580953
1,1,4,6,1,1,2,9,1,368,7,232485
9,1,2,55,1,1,2,3,68,4,1,3220527
1,1,4,41,1,1,2,9,47,55,1,2386648
1,2,2,26,1,1,1,3,31,26,1,1500720
1,2,2,29,1,1,2,4,1,29,1,1709632
1,2,2,55,1,1,2,3,1,55,1,3226363
1,2,4,6,1,1,1,9,1,6,1,294002
1,2,2,18,1,1,2,3,1,213,1,1146886
1,2,1,42,1,1,2,2,1,42,1,2487038
1,1,4,6,1,1,2,9,24,6,1,335159
2,1,2,17,1,1,2,3,2,28,1,988500
1,2,4,32,1,1,2,8,1,6,1,1777356
1,2,2,27,1,1,2,4,33,27,1,1586452
1,1,3,34,1,1,2,2,1,34,1,1888420
1,1,2,55,1,1,2,3,1,55,1,3236002
1,1,4,26,1,1,2,3,55,26,1,1522184
1,1,2,55,1,1,1,3,1,55,1,3199771
1,2,3,54,3,1,2,5,1,134,1,3172697
1,2,1,8,1,2,2,8,1,24,1,579980
9,2,9,4,3,1,2,5,68,12,1,847224
1,1,4,6,1,1,2,9,1,44,4,424450
1,2,2,6,1,1,2,9,1,51,1,213725
2,2,3,48,1,2,2,7,2,48,1,2769941
1,2,3,5,1,1,2,7,1,5,1,150019
1,2,1,42,1,1,2,2,1,42,1,2470788
6,1,4,6,1,1,2,9,31,6,1,284917
1,1,4,6,1,1,1,9,1,6,1,456869
1,1,2,39,1,1,2,3,1,39,1,2319886
1,2,4,6,1,1,2,9,1,6,1,366747
1,2,2,31,1,1,2,4,1,31,1,1742374
1,1,4,53,1,1,2,9,68,53,1,3104447
1,1,2,39,1,1,2,3,1,39,7,2309819
1,2,3,47,1,1,1,6,1,13,1,2670967
1,1,4,6,2,1,2,9,1,6,1,385216
1,2,2,39,1,1,1,3,54,39,1,2313611
1,2,1,34,1,1,2,2,1,36,1,2078417
9,2,3,28,1,1,1,6,43,28,1,1651086
1,1,3,48,1,1,2,7,1,48,1,2863674
1,2,3,24,2,1,2,5,1,9,1,1390747
1,1,2,29,1,1,2,4,16,29,1,1673421
1,1,2,20,1,2,2,4,1,17,1,1222597
1,1,1,36,1,1,2,2,1,42,1,1969873
1,2,2,55,1,1,1,3,1,55,1,3237706
1,2,4,6,1,1,2,9,1,222,1,422592
1,2,3,45,1,1,2,5,1,37,3,2589289
1,2,1,36,1,1,2,2,1,36,1,1954421
6,2,1,36,1,1,2,2,38,36,1,2080406
9,2,3,12,1,1,2,5,68,12,1,847060
2,1,2,45,1,1,2,5,2,18,1,2608496
1,2,2,6,1,1,2,9,1,29,1,496958
1,1,2,31,1,1,2,4,1,31,1,1747087
1,1,2,39,1,1,2,3,8,39,4,2320134
6,2,4,6,1,1,2,9,46,27,1,411342
1,1,3,22,1,1,2,7,1,8,1,1327114
1,1,3,13,1,1,2,5,1,13,1,871686
1,2,3,42,1,1,2,7,4,48,6,2916172
1,1,2,26,1,1,2,3,1,26,1,1516322
1,1,3,48,1,1,2,7,1,48,1,2757939
8,1,3,51,1,1,2,5,67,51,1,3045657
1,2,3,54,1,1,2,5,1,54,1,3173831
2,1,3,45,1,1,1,5,2,231,1,2599909
8,2,4,53,1,1,1,9,67,8,1,3125958
4,2,3,24,1,1,2,5,1,24,1,1360453
4,2,2,22,1,2,2,7,1,28,1,1304928
1,1,1,33,1,1,2,1,1,25,1,1794401
1,2,2,26,1,1,2,3,1,26,1,1551901
2,1,3,47,1,1,2,6,2,47,1,2627325
1,2,2,39,4,1,1,3,1,39,1,2228068
2,1,3,13,1,1,1,5,24,51,1,868991
1,2,2,55,1,2,2,3,1,55,1,3197131
1,2,3,48,1,1,2,7,1,48,1,2893898
1,2,1,36,1,1,2,2,1,34,1,1944079
1,1,1,33,1,1,2,1,1,9,1,1789744
1,1,4,53,1,1,2,9,1,41,1,3112897
1,2,3,47,1,2,2,6,1,44,1,2688497
9,2,3,12,1,1,2,5,68,12,1,800057
1,1,1,25,1,1,2,1,1,36,1,1421305
1,2,3,37,1,1,2,5,1,45,1,2194396
1,1,2,39,1,1,1,3,1,21,1,2265225
1,1,1,34,1,1,2,2,1,34,1,1815241
1,2,3,12,1,1,2,5,1,21,1,674379
1,1,3,50,1,1,2,6,1,47,1,30266
9,2,3,24,5,1,2,5,68,24,1,1393046
1,1,2,17,1,1,2,3,1,17,1,998101
3,2,2,38,1,1,2,4,8,38,1,2222347
1,1,2,26,1,1,2,3,1,26,1,1552494
1,2,2,39,1,1,2,3,1,39,1,2245252
1,1,3,5,1,1,2,7,1,47,1,134221
9,1,1,36,3,1,2,2,68,36,1,2019705
1,1,3,24,1,1,2,5,1,24,1,1366796
1,2,3,37,1,1,2,5,1,29,5,2120450
1,2,2,55,1,1,2,3,1,55,1,3235913
1,1,3,48,1,1,2,7,1,48,1,2821794
1,1,2,29,1,2,2,4,26,29,1,1695386
1,2,1,33,5,1,2,1,1,44,1,1787194
1,2,2,31,1,1,2,4,1,35,1,1753584
6,1,2,36,1,1,2,2,1,36,1,1970382
1,1,2,27,1,1,2,4,1,27,1,1597264
1,2,4,9,1,1,2,1,1,9,1,607670
1,2,2,27,1,1,2,4,1,27,1,1628792
9,2,3,24,1,1,2,5,68,11,4,1377873
1,1,3,37,1,1,2,5,1,37,1,2206311
1,1,4,8,1,1,2,8,1,8,1,552782
9,2,3,37,1,1,2,5,68,37,1,2184583
1,1,1,36,1,1,2,2,1,23,1,2057504
1,2,2,27,1,1,2,4,1,27,1,1610804
1,2,3,37,1,1,2,5,1,23,1,2207148
1,1,9,12,1,1,2,5,1,12,1,741887
9,1,3,13,1,1,2,5,68,13,1,944001
9,2,1,44,1,1,2,1,68,44,1,2561666
1,1,3,47,1,1,2,6,1,28,1,2640089
1,2,4,6,1,1,2,9,1,25,3,256105
1,1,2,19,1,1,2,4,1,51,1,1183212
1,2,2,18,1,1,2,3,1,18,1,1150801
2,1,3,48,1,1,2,7,2,48,1,2881814
6,1,4,6,1,1,2,9,59,6,1,379730
1,1,3,48,1,1,2,7,1,36,1,2851656
9,1,4,8,4,1,2,8,68,8,1,578539
9,2,4,6,1,1,2,9,68,6,1,273584
1,1,2,20,1,1,2,4,1,20,1,1216148
8,2,4,32,1,1,2,8,67,32,1,1778080
9,2,2,50,1,1,2,3,68,36,1,2275280
1,2,3,13,1,2,2,5,1,13,1,900723
1,1,2,29,1,2,1,4,1,29,1,1662305
1,2,2,26,1,1,2,3,1,26,1,1492194
1,1,1,34,1,1,2,2,1,36,1,1859957
1,1,9,5,1,1,2,7,1,17,1,146883
1,2,2,29,1,2,2,4,1,29,1,1677099
1,1,2,26,1,1,1,3,1,39,1,1521514
1,1,3,21,1,1,2,6,1,18,1,1279974
1,1,2,17,1,1,2,3,1,116,1,1091417
1,1,2,26,1,1,2,3,1,26,1,1505472
1,1,3,42,1,1,2,2,40,42,1,2483961
1,1,3,1,1,1,2,6,1,17,1,7797
1,1,3,27,1,1,1,4,1,19,1,1623672
1,2,2,29,1,2,2,4,1,29,1,1696441
1,2,4,41,1,1,1,9,1,16,1,2416974
1,2,1,42,1,1,1,2,1,42,1,2488703
1,1,3,24,1,1,2,5,1,39,1,1395103
8,2,4,40,1,1,2,9,67,6,1,408131
7,2,3,28,1,1,2,6,1,28,1,1646535
9,2,3,48,1,1,1,7,68,463,1,2730394
1,2,2,17,3,1,2,3,1,17,1,1017707
2,2,3,37,1,1,1,5,2,45,1,2191797
9,2,1,13,1,1,2,1,68,22,1,1458263
1,1,3,51,1,1,2,5,1,51,1,3030715
1,2,3,47,1,1,2,6,1,47,5,2641154
1,1,1,42,1,1,2,2,1,42,1,2506321
2,1,2,26,1,1,2,3,2,26,5,1559257
4,1,2,29,1,1,2,4,1,19,1,1664950
1,1,4,2,1,1,1,8,1,37,1,73807
9,1,1,36,1,1,2,2,68,36,1,2076187
2,1,3,51,1,1,2,5,2,51,1,2997381
9,2,3,48,1,1,2,7,68,48,1,2792768
1,2,4,6,1,2,2,9,1,17,1,193004
2,2,3,55,1,1,1,5,2,34,1,940757
1,2,3,48,1,1,2,7,1,40,1,2770188
1,1,2,18,1,1,1,3,1,430,1,1163242
4,2,1,25,1,1,2,1,1,25,1,1418650
1,1,9,29,1,1,2,4,1,29,1,1691279
1,2,4,41,1,1,1,9,1,41,1,2392156
5,2,3,26,1,1,1,3,23,26,7,1568365
1,2,4,53,1,1,2,9,1,228,1,3093007
1,1,4,53,1,2,2,9,1,18,1,3119773
1,1,4,6,1,1,2,9,1,17,1,499513
1,1,3,51,1,1,2,5,1,11,1,3001038
2,1,1,36,1,2,2,2,2,36,1,1927768
1,1,1,36,1,1,2,2,1,229,1,2033362
1,2,1,34,1,1,2,2,1,36,1,1875543
1,1,2,41,1,1,2,9,1,41,1,2398201
1,1,4,6,1,1,1,9,1,6,1,293499
1,1,4,41,1,1,2,9,34,53,1,2397052
1,1,1,36,1,1,2,2,1,36,1,1969371
1,2,3,37,3,1,2,5,1,42,1,2161348
6,1,4,6,1,1,2,9,59,6,1,498382
1,2,4,6,1,1,1,9,1,41,1,390387
8,2,2,17,1,1,1,3,34,17,1,1018516
1,2,1,25,1,1,2,1,1,36,1,1418394
1,1,3,48,3,1,1,7,1,21,3,2938951
1,2,1,36,1,1,2,2,30,36,1,2067443
1,1,2,20,1,1,2,4,5,20,1,1218705
8,1,3,48,1,1,2,7,67,48,1,2803614
2,2,3,13,1,1,2,5,2,6,2,909197
1,2,1,6,1,1,2,9,1,36,1,396416
1,2,3,51,1,1,2,5,1,51,1,3042707
1,2,1,42,1,1,2,2,1,42,1,2472763
1,2,2,55,1,1,2,3,1,31,1,3196360
1,1,2,55,1,1,2,3,1,55,1,3208089
1,2,9,8,2,1,2,0,1,72,2,3250485
1,1,4,53,1,1,2,9,1,53,1,3089615
1,2,4,8,1,1,2,8,1,8,1,602291
1,2,3,48,1,1,2,7,1,48,1,2709951
1,2,3,48,1,1,1,7,24,48,1,2895630
9,1,2,19,1,1,2,4,68,19,1,1179271
8,1,4,6,1,2,2,9,67,147,1,451035
6,2,3,4,1,1,2,7,38,48,1,2792827
7,2,4,6,1,1,2,9,65,6,1,486472
1,1,2,34,1,1,2,3,1,17,1,1069088
1,1,4,53,1,1,2,9,1,53,1,3128208
1,1,2,29,1,1,2,4,1,1,1,1689352
1,2,3,47,1,1,1,6,1,36,1,2643483
1,2,9,72,2,1,2,0,68,72,2,3270713
7,1,3,51,1,1,2,5,41,51,1,3027771
1,2,4,8,1,1,2,8,1,8,8,554809
1,2,4,8,1,1,2,8,23,8,1,590831
1,2,3,12,2,1,2,5,1,72,2,790458
6,1,4,6,1,1,2,9,43,6,1,359123
1,2,3,12,1,1,2,5,1,17,1,660199
1,1,2,18,1,1,2,3,1,18,1,1145890
1,2,1,42,1,1,1,2,1,51,1,2444592
3,2,4,6,1,1,2,9,36,6,1,488973
6,1,4,49,1,1,2,8,1,49,1,2979215
1,1,3,51,1,1,2,5,1,42,1,3000790
9,2,3,48,1,1,2,7,68,48,1,2877032
9,2,2,18,1,1,1,3,68,159,1,1136654
1,2,2,29,1,1,1,4,1,18,1,1682606
1,1,3,48,4,1,2,7,1,9,1,2923655
2,2,3,12,1,1,2,5,2,12,1,803119
1,2,2,39,1,1,1,3,1,39,1,2258574
1,2,3,22,5,1,2,7,1,42,1,1326875
1,1,1,42,1,1,2,2,1,36,1,2484813
1,2,4,6,1,1,2,9,1,6,1,369695
1,1,2,4,1,1,2,8,1,42,1,120383
1,2,3,48,1,1,2,7,1,37,1,2929238
1,2,1,36,1,1,2,2,1,6,1,2103279
2,1,2,46,1,1,2,4,1,46,1,2619989
1,2,4,6,1,1,1,9,1,6,1,453960
1,2,3,48,1,1,2,7,1,48,1,2787056
7,2,1,36,1,1,2,2,67,34,1,2091834
1,2,4,4,1,1,2,8,1,26,1,97070
1,1,2,24,1,1,2,3,1,18,1,1172146
1,2,2,19,1,1,2,4,1,414,1,1199050
1,2,3,24,1,1,2,5,1,24,1,1392533
1,1,3,13,1,1,2,5,1,118,1,922699
9,2,2,51,1,1,2,5,68,51,1,3035852
2,2,3,54,2,1,1,5,54,54,1,3166933
1,1,4,53,1,1,2,9,1,53,1,3148834
1,1,2,18,1,2,2,3,1,18,1,1121309
1,1,3,36,1,1,2,2,1,36,1,2007493
1,2,3,12,1,1,2,5,1,47,1,671149
1,2,3,48,1,1,2,7,1,48,1,2726191
2,1,3,22,1,1,1,7,2,22,5,1312199
9,2,3,51,1,1,2,5,68,51,1,3082662
8,1,4,6,1,1,2,9,67,6,1,465407
1,2,3,12,1,1,1,5,1,12,7,725650
1,1,4,4,1,1,2,8,1,17,1,69629
1,1,4,53,1,1,1,9,1,53,1,3117672
1,2,3,48,3,1,2,7,1,48,7,2949535
8,2,4,35,1,1,2,8,20,8,1,1891918
2,2,3,13,1,1,2,5,2,6,1,928949
9,1,1,42,1,1,1,2,65,42,1,2498720
1,2,4,49,1,1,2,8,1,41,1,2969656
2,1,1,36,1,1,2,2,2,36,1,1917009
1,1,1,42,1,2,2,2,1,29,1,2427921
1,1,3,48,1,1,2,7,1,48,1,2715315
1,1,3,13,1,1,2,5,1,47,1,947581
9,1,4,8,1,1,2,8,68,8,1,568816
1,1,3,24,1,1,2,5,1,24,1,1397028
1,2,3,12,1,1,2,5,1,25,1,739656
1,2,2,26,1,1,1,3,1,26,1,1512483
1,2,3,39,1,1,1,6,1,17,1,1270525
1,1,4,8,1,1,2,8,1,8,1,577652
2,1,4,8,1,1,1,8,7,17,1,584178
2,1,1,36,1,1,2,2,2,36,1,1929829
1,1,2,55,1,1,2,3,1,469,1,3216451
1,2,2,55,1,1,2,3,1,55,1,3211988
1,2,4,31,1,1,2,8,1,22,1,586097
1,2,3,48,1,1,1,7,1,48,1,2758166
1,2,3,48,1,1,2,7,1,39,8,2781037
1,2,4,6,1,1,2,9,1,150,1,216757
9,1,1,18,4,1,2,2,36,42,1,2502260
1,1,4,32,1,1,2,8,1,24,1,1759270
1,1,2,27,1,1,2,4,1,27,1,1601690
1,2,4,6,3,1,1,9,1,242,4,361674
9,1,3,12,1,1,2,5,68,36,1,668749
1,1,2,29,1,1,2,4,1,29,1,1681093
1,1,1,25,1,1,2,1,1,12,1,1435917
1,1,1,25,1,1,2,1,23,25,1,1418408
1,2,3,42,1,1,2,5,1,37,1,2182677
1,2,4,53,1,1,2,9,1,48,1,3116661
9,2,1,25,1,1,2,1,68,25,1,1446822
6,2,2,17,1,1,2,3,46,229,1,1048821
1,2,1,42,1,1,2,2,44,42,1,2461008
1,1,1,36,1,1,2,2,1,36,2,2093521
2,1,3,28,1,1,2,6,2,28,1,1634841
8,1,4,6,1,1,2,9,67,6,1,222234
1,2,2,31,1,1,2,3,1,26,1,1533425
1,2,2,55,3,1,2,3,1,303,3,3213191
8,1,2,17,1,1,2,3,67,17,1,1043424
1,2,2,19,1,2,2,4,1,19,1,1204646
1,1,4,53,1,1,2,9,1,53,1,3099552
1,2,3,37,1,1,2,5,1,37,1,2167042
6,1,1,34,5,1,2,2,38,34,1,1803568
1,2,1,42,1,1,2,2,1,42,1,2520015
1,1,4,41,1,1,2,9,1,26,1,2410668
8,2,1,42,5,1,2,2,68,42,1,2454754
3,2,3,40,1,1,2,7,5,5,1,2347475
1,1,2,39,1,1,2,4,1,27,1,1632850
1,1,3,54,1,2,1,5,1,51,1,3168801
1,2,3,47,1,1,2,5,1,24,1,1357220
1,1,1,42,1,1,2,2,1,42,1,2471183
1,2,1,36,3,1,2,2,1,36,1,2069900
3,2,3,12,1,1,2,5,1,36,1,758700
1,2,2,18,1,1,2,3,1,166,1,1163540
1,2,2,18,2,2,2,3,1,18,1,1135242
3,2,3,48,1,1,2,7,68,40,1,2828170
1,2,3,47,1,1,2,6,1,47,1,2638813
1,2,1,42,1,1,2,2,1,42,1,2476475
1,1,3,47,1,1,2,6,1,47,1,2630729
1,1,4,16,1,1,2,8,1,17,1,974986
1,2,1,24,1,1,2,2,1,42,1,2044208
6,2,2,22,1,2,2,6,48,15,1,39337
1,1,4,8,1,1,1,8,1,29,1,545253
1,2,2,27,1,1,2,4,1,25,1,1628513
1,2,9,27,1,1,2,4,1,27,1,1589728
9,2,3,47,1,1,2,6,68,47,1,2628473
2,2,3,37,1,1,2,5,2,37,1,2160492
2,2,1,42,1,2,2,2,1,42,1,2517381
9,1,3,38,2,1,1,6,68,28,1,1635705
9,1,3,48,1,1,2,7,68,167,1,2762422
1,2,4,6,1,1,2,9,1,6,1,459014
9,1,4,49,1,1,2,8,68,49,1,2959404
8,2,3,12,1,2,2,5,67,12,6,753627
1,2,4,8,1,1,2,8,1,8,1,598247
1,1,3,48,1,1,2,7,1,48,1,2713738
1,2,2,20,1,1,2,4,1,20,1,1221587
1,1,9,12,1,1,2,5,1,12,1,763897
1,2,4,6,1,1,2,9,1,4,1,254406
1,2,2,31,1,1,2,4,1,31,1,1752448
1,2,4,53,1,1,2,9,1,53,1,3141858
1,1,2,39,1,1,2,3,1,39,1,2320650
1,2,1,36,1,1,2,2,1,48,1,1954193
1,1,3,48,1,1,2,7,1,48,1,2753059
1,1,4,6,1,1,1,9,1,6,1,166573
9,2,1,48,1,1,2,7,68,48,1,2786678
1,2,2,55,3,1,2,3,1,55,1,3213950
1,1,2,20,2,1,2,4,1,20,1,1212981
9,2,2,41,1,1,2,4,1,27,1,1582024
1,2,4,8,1,1,2,8,53,46,1,603018
8,1,4,6,1,1,2,9,67,6,1,309762
1,2,2,46,1,1,2,4,1,46,1,2623800
1,2,3,21,5,1,2,6,1,4,3,1279104
9,1,2,39,1,1,2,3,68,39,1,2248554
1,2,1,9,1,1,2,1,6,9,1,612677
8,2,4,6,1,2,2,9,67,6,1,177319
1,2,1,23,1,1,2,1,1,23,1,1333758
1,1,4,47,1,1,2,9,1,6,1,543554
1,2,1,9,1,2,1,1,1,34,1,616652
1,2,3,13,1,2,2,5,1,39,1,924901
1,2,2,39,1,1,2,3,1,39,1,2240279
9,1,1,6,1,1,2,9,68,6,7,217848
1,2,4,35,1,1,1,8,1,17,1,2961592
6,1,4,6,1,1,2,9,43,6,1,454512
6,1,4,53,1,1,2,9,43,440,1,3129499
1,2,3,47,1,1,2,6,1,17,1,2692889
2,1,1,6,1,1,2,9,2,6,1,190635
1,2,3,12,1,1,2,5,1,42,1,760595
8,1,4,35,1,1,2,8,67,39,1,1903776
1,2,2,19,1,1,1,4,1,323,1,1188986
1,2,4,53,1,1,2,9,1,49,6,3128469
6,2,1,33,1,1,1,1,1,25,1,1785159
1,1,4,6,1,1,2,9,1,34,1,458899
1,1,4,6,1,1,1,9,1,6,1,476381
8,2,4,6,1,1,2,9,67,6,1,181151
1,1,3,48,2,1,2,7,1,72,2,2907452
1,1,3,21,1,1,2,6,1,21,1,1273893
9,2,3,48,2,1,2,7,68,72,2,2915859
8,1,3,12,1,1,2,5,67,12,1,736945
2,1,1,36,1,1,1,2,2,36,1,2086290
1,2,1,42,1,2,1,2,1,41,1,2427395
1,2,4,49,4,1,1,8,1,6,1,2975122
9,2,3,22,1,1,2,7,68,22,1,1320097
1,2,4,6,5,1,2,9,1,48,1,207187
1,2,4,56,1,1,2,8,1,56,1,3243842
1,1,3,47,1,1,2,6,1,29,1,2664942
1,2,1,36,1,1,2,2,1,42,1,2026929
1,1,2,17,1,1,2,3,1,17,1,1024893
6,2,1,42,1,2,2,2,45,36,1,2537951
1,1,4,41,1,1,2,9,1,12,1,2394385
6,1,1,34,1,1,2,2,68,36,1,1833516
1,1,2,39,1,2,1,3,1,39,1,2329416
1,1,2,26,1,1,1,3,1,149,1,1561302
9,1,3,40,1,1,2,7,68,40,1,2375419
2,1,2,15,1,1,2,3,2,26,1,1495044
1,2,3,22,1,1,2,7,1,22,1,1298498
8,2,3,48,1,1,2,7,67,48,1,2763761
1,2,3,48,3,1,2,7,1,48,1,2882089
1,1,2,17,1,1,2,3,1,17,1,1081356
1,1,1,36,3,1,2,2,1,36,1,2026948
1,2,9,53,1,1,2,9,1,53,1,3155096
1,2,3,48,1,1,2,7,1,5,1,2798935
1,1,1,42,1,1,2,2,1,42,3,2439195
9,1,4,41,1,1,2,9,68,41,1,2396110
1,2,4,4,1,1,2,8,1,4,1,93766
1,1,3,48,1,1,1,7,1,22,1,2862358
1,1,1,42,1,1,2,2,1,42,1,2500708
5,2,3,24,1,1,2,5,2,27,1,1402310
1,1,2,19,1,1,2,4,1,31,1,1192477
1,2,1,36,1,1,2,2,1,36,1,2044726
1,1,2,72,1,1,1,3,1,26,1,1496003
1,1,3,48,1,1,2,7,1,8,1,2888379
1,2,2,55,1,1,2,3,1,332,1,3196288
1,2,3,48,1,1,2,7,1,31,2,2917216
1,2,1,36,1,1,1,2,1,36,1,1954715
1,2,2,4,1,1,2,8,3,53,1,73576
1,2,3,12,1,1,1,5,1,26,1,732779
8,2,3,40,5,1,2,7,1,40,1,2361238
1,2,2,47,1,1,2,3,1,39,1,2323596
1,1,3,24,1,1,2,5,1,13,1,922113
1,1,3,37,1,2,1,5,1,36,1,2118184
1,2,3,12,1,1,2,5,1,215,1,670104
1,1,1,36,1,1,2,2,1,200,1,1984040
1,1,4,56,1,1,2,8,1,39,1,3243463
1,2,1,42,3,1,2,2,1,42,1,2551769
1,1,4,41,1,1,2,9,1,41,1,2395436
1,2,4,53,1,1,2,9,1,46,1,3086978
6,2,4,6,2,1,2,9,42,6,1,491298
3,2,3,21,1,1,2,6,68,13,1,1251617
9,1,3,12,1,1,2,5,68,42,1,773651
1,2,4,41,1,1,1,9,1,41,1,2398013
9,2,4,6,1,1,2,9,68,6,1,367304
9,1,2,4,1,1,1,8,68,4,1,119717
1,2,4,8,1,1,2,8,1,12,1,572935
1,1,3,13,1,1,2,5,1,45,1,940480
1,2,1,42,1,1,2,2,1,42,1,2439634
2,2,4,6,1,2,2,9,1,6,1,182582
1,2,9,26,1,1,2,3,1,26,1,1505267
6,1,2,25,1,1,2,3,41,55,1,3188185
8,2,4,4,1,1,2,8,67,6,2,121925
1,1,1,42,1,1,2,2,1,42,1,2534849
8,2,4,6,1,1,2,9,2,6,1,398679
1,1,2,27,1,1,2,4,18,27,1,1623662
4,2,1,37,3,1,2,5,61,42,1,2181781
1,1,2,72,1,2,2,3,1,39,1,2272653
1,2,3,37,1,1,2,5,1,48,7,2211211
1,1,1,25,1,1,2,1,1,25,1,1423415
1,2,9,72,2,1,2,0,1,72,2,3265052
2,2,3,45,1,1,2,5,2,45,1,2567305
1,1,3,48,1,2,2,7,1,48,3,2942748
1,1,3,48,1,1,1,5,1,10,1,643197
9,1,4,15,1,1,1,9,68,51,1,953538
5,1,4,6,1,1,2,9,29,6,1,225753
1,1,3,1,1,1,2,6,1,1,1,49278
1,2,2,18,1,1,2,3,1,18,1,1133568
9,2,3,37,1,1,2,7,68,369,1,2799043
9,1,3,13,1,1,2,5,68,13,1,876042
1,1,3,13,1,1,2,5,1,13,1,871581
9,1,4,6,1,1,2,9,68,6,1,462750
1,1,4,53,1,1,1,9,1,53,6,3107024
1,2,3,1,1,2,1,6,1,1,1,26966
1,2,2,29,1,1,2,4,1,29,1,1680278
1,2,1,42,1,1,1,2,1,42,1,2524718
1,1,4,6,1,1,2,9,26,6,1,500168
1,2,4,6,1,1,1,9,1,55,1,531944
1,2,9,51,1,1,2,5,1,51,1,3025882
2,1,2,39,1,1,2,3,2,39,1,2252581
1,1,2,46,1,1,2,4,1,38,1,2621552
9,1,3,48,1,1,2,7,68,48,1,2784719
1,1,4,49,1,1,2,8,1,49,1,2988753
7,2,1,42,1,2,1,2,1,54,1,2548435
1,2,3,13,1,1,2,5,1,13,1,874754
1,1,3,45,1,1,1,5,1,511,3,2614617
9,1,2,55,1,1,2,3,68,55,1,3209783
1,2,3,21,1,1,2,6,1,25,1,1246359
1,2,2,19,1,1,2,4,1,19,1,1188715
6,1,4,6,1,1,2,9,59,6,1,378234
