RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID
9,1,4,6,1,1,2,9,68,15,1,541510
1,2,2,26,1,1,2,3,1,26,1,1535992
1,2,2,39,1,1,2,3,1,39,1,2331235
1,1,3,5,1,1,2,7,1,5,1,135493
2,1,3,37,1,1,2,5,2,37,1,2162492
8,1,3,21,1,1,2,6,67,8,1,1276236
1,2,2,26,1,1,2,3,1,26,1,1510257
4,2,4,53,1,1,2,9,31,53,1,3085213
1,1,2,26,1,2,2,3,1,26,1,1528053
1,2,1,42,1,1,1,2,1,42,1,2469805
9,1,3,12,1,1,1,5,68,12,1,828047
8,1,4,4,1,1,2,8,67,27,1,87493
1,2,3,48,1,1,1,7,1,36,1,2727804
1,2,3,48,1,1,2,7,1,12,1,2773205
1,1,1,34,1,1,2,2,1,34,1,1840878
9,1,3,48,1,1,2,7,68,48,1,2908682
1,2,3,21,1,1,2,6,1,21,1,1284191
2,2,4,6,1,1,1,9,2,6,1,168669
1,2,1,34,2,1,2,2,1,34,1,1837355
1,2,2,39,1,1,1,3,1,39,1,2276328
2,2,3,51,1,1,2,5,2,51,1,3081134
1,1,2,18,1,1,1,3,1,18,1,1148304
1,1,2,27,1,1,2,4,1,27,1,1608617
9,2,2,27,1,1,2,4,68,12,1,1629130
9,2,2,38,1,1,2,4,68,38,8,2219230
2,2,1,36,1,1,1,2,2,36,1,2021999
1,2,2,55,2,1,2,3,1,55,1,3225520
1,2,4,8,1,1,2,8,1,26,1,601459
1,1,2,18,1,1,2,3,11,18,1,1114835
1,2,4,4,1,1,2,8,1,33,1,67432
1,2,1,42,1,1,2,2,1,42,1,2497927
1,1,2,26,1,1,2,3,1,248,1,1496414
8,1,4,12,3,1,1,5,67,364,3,800780
2,1,3,37,1,1,2,5,2,37,1,2203276
1,2,3,34,1,1,2,5,1,51,1,2613620
1,2,3,13,1,1,1,5,1,20,1,860942
1,2,3,48,1,1,1,7,1,48,1,2780610
1,1,2,55,1,1,2,3,1,55,1,3226144
9,2,4,4,1,1,2,8,68,4,1,95411
8,2,9,72,2,1,1,0,67,72,2,3256688
1,2,2,31,1,1,2,4,1,31,1,1745672
1,2,3,47,1,1,2,6,1,42,1,2652025
1,2,3,13,1,1,2,5,1,13,1,903028
1,2,2,26,1,1,2,3,1,12,1,1520057
1,1,4,49,1,1,2,8,1,49,1,2983193
2,2,2,17,1,1,2,3,1,17,1,1019759
1,2,3,22,1,1,2,7,1,48,1,1324179
1,2,1,9,1,1,2,1,39,9,1,629232
1,2,2,29,1,1,1,4,1,29,1,1668233
2,2,1,9,1,1,2,1,2,45,1,623879
1,1,3,13,1,1,1,5,1,13,1,855751
1,2,3,32,1,1,2,5,1,42,1,2155377
2,1,2,39,1,1,2,3,2,39,7,2321726
1,2,2,39,1,1,2,3,1,26,1,2246425
1,1,3,13,1,1,2,5,1,13,1,903700
9,1,2,55,1,1,2,3,68,17,1,3196393
1,2,4,8,1,1,2,8,1,8,1,561102
6,1,4,6,1,1,2,9,43,6,1,213262
1,2,4,15,1,2,2,9,1,41,1,957440
1,2,4,16,1,1,2,8,1,16,1,978131
9,2,3,24,1,1,2,5,1,24,1,1364451
1,1,3,48,1,1,2,7,1,48,1,2749116
1,1,3,36,1,1,1,2,1,36,1,1946228
9,1,3,12,1,1,2,5,68,48,1,750891
1,1,3,48,1,1,2,7,1,48,1,2865973
1,2,3,47,1,1,2,6,1,13,1,2627312
1,2,4,53,1,1,2,9,1,53,1,3152843
1,2,3,12,1,1,2,5,1,13,1,704644
1,2,1,42,1,1,2,2,1,42,1,2513617
1,1,2,29,1,1,2,4,1,29,1,1691166
1,1,2,17,1,1,2,3,1,17,1,1032565
1,2,2,29,1,1,2,4,1,29,1,1716901
1,2,2,18,1,1,2,3,1,18,1,1145232
2,1,3,13,1,1,2,5,2,34,7,900233
1,2,2,18,1,1,1,3,1,18,1,1130378
1,2,4,41,1,1,1,9,1,56,1,2396595
2,1,3,48,1,1,2,7,2,48,1,2925264
1,1,3,12,3,1,2,5,1,110,5,667545
1,2,4,6,1,1,2,9,1,6,1,468915
9,1,1,25,2,1,2,1,68,72,2,1464745
7,2,3,21,1,1,2,6,16,27,1,1250196
2,1,3,45,1,1,1,5,2,45,1,2602672
1,1,4,41,1,1,2,9,1,53,8,2402296
9,2,3,48,1,1,2,7,68,48,6,2706617
9,1,4,6,1,1,2,9,68,6,1,282480
1,1,1,25,1,1,2,1,1,25,1,1429057
2,2,3,37,1,1,2,5,2,24,1,2128245
1,1,3,48,1,1,2,7,1,48,1,2916874
1,2,2,39,1,1,2,3,1,26,1,2330162
1,1,1,42,1,1,2,2,1,42,1,2467492
1,2,3,1,1,1,2,6,1,1,1,19204
1,1,1,36,1,1,1,2,1,36,5,2032317
1,1,3,45,1,1,2,5,1,45,1,2584060
2,2,3,13,1,1,1,5,2,13,1,900591
1,1,3,40,1,1,2,7,1,40,1,2363954
1,2,3,37,1,1,1,5,1,37,5,2175555
9,1,3,48,1,1,2,7,68,6,1,2847914
8,1,4,6,1,1,2,9,67,6,1,410947
2,1,1,9,1,1,2,1,20,233,6,611043
9,2,4,41,1,1,2,9,68,2,1,2384773
7,1,4,53,1,1,2,9,60,15,1,953666
1,2,1,33,1,1,2,1,1,25,1,1795578
1,1,3,13,1,1,2,5,1,110,1,914997
1,1,3,51,1,1,2,5,1,51,1,3072883
1,1,3,12,1,1,2,5,1,18,1,678047
1,1,4,6,1,1,2,9,1,213,1,382773
8,2,3,12,1,1,2,5,67,12,1,701471
1,2,2,26,1,1,2,3,1,18,1,1543036
1,1,2,18,1,1,2,3,1,39,1,1175565
2,2,3,22,1,1,1,7,2,301,1,1285141
1,1,3,37,1,1,2,5,1,26,1,2159427
6,2,4,15,1,1,2,9,48,15,1,951885
1,1,1,23,1,1,2,2,1,399,1,2435548
1,1,3,10,4,1,2,5,1,10,1,645784
1,1,1,25,1,1,2,1,1,36,1,1436394
1,2,3,45,1,2,2,5,1,48,1,2606419
8,2,4,32,1,1,2,8,67,32,1,1755334
1,1,1,25,1,1,1,1,1,25,1,1428784
8,1,9,72,2,1,2,0,67,72,2,3269912
1,2,2,19,1,1,2,4,1,19,1,1195949
1,1,4,6,1,1,2,9,1,42,1,228432
8,1,4,8,1,1,2,8,67,8,1,577530
1,1,9,12,1,1,2,5,1,25,1,816321
6,2,3,51,1,1,2,5,2,51,1,3054409
1,2,3,51,1,1,2,5,1,51,1,3021506
9,1,1,6,1,1,2,9,68,6,1,296497
1,1,2,26,1,1,2,3,1,26,1,1570977
6,1,1,34,1,1,2,2,1,34,1,1827505
1,2,3,21,3,1,2,6,1,134,5,1271686
1,2,3,47,3,1,2,6,1,110,1,2681790
8,1,2,39,1,1,2,3,67,39,1,2322402
9,1,4,6,4,1,2,9,68,6,1,439664
1,1,1,36,1,1,2,2,1,36,1,2106960
1,2,3,37,3,1,2,5,1,120,5,2133519
1,1,3,48,1,1,2,7,1,48,1,2944738
1,1,3,12,1,1,2,5,1,12,1,708571
1,2,3,1,1,1,2,6,1,1,1,45906
1,2,3,1,1,1,2,6,1,4,1,48996
1,2,4,6,1,1,2,9,1,6,4,463339
1,1,4,27,3,1,2,8,1,110,5,2963308
6,1,4,6,1,1,2,9,56,6,1,502249
1,1,4,41,1,1,2,9,1,41,1,2410013
8,2,3,48,1,1,2,7,67,48,1,2860979
1,2,1,9,1,1,2,1,1,42,1,610742
6,2,1,36,1,1,2,2,43,228,1,1928104
1,2,1,33,1,1,2,1,1,33,1,1795505
1,2,3,48,1,1,1,7,1,48,1,2713933
1,2,2,29,1,1,2,4,1,29,1,1710549
1,1,3,37,1,2,2,5,1,37,1,2118676
1,2,3,21,1,2,2,6,1,21,1,1244868
1,2,1,42,1,1,1,2,1,42,1,2447554
1,1,1,42,1,1,2,2,1,42,1,2426579
1,2,4,6,1,1,2,9,1,6,1,315387
1,2,1,36,3,1,2,2,1,36,1,1998431
1,2,2,29,1,1,2,4,1,20,1,1688254
9,1,4,6,1,1,2,9,68,6,1,495522
1,2,4,6,1,1,2,9,1,6,1,277905
1,1,2,21,1,1,2,3,1,39,1,2287471
1,1,4,53,1,1,2,9,1,53,1,3096250
1,1,1,36,1,1,2,2,1,34,1,2072167
1,2,1,9,1,1,1,1,1,9,1,623726
1,1,4,35,3,1,2,8,1,35,1,1898537
1,2,2,44,1,2,2,3,1,17,1,1072608
1,2,3,54,1,1,2,5,1,54,1,3173989
8,2,4,6,1,1,2,9,67,6,1,434373
1,1,1,36,1,1,2,2,1,36,1,1932876
8,1,4,35,1,1,1,8,67,35,1,1900397
1,2,2,39,1,1,2,3,1,39,1,2239993
1,2,3,37,1,1,2,5,1,37,1,2161085
9,1,4,6,1,1,2,9,68,6,1,518413
1,2,3,13,1,1,2,5,1,6,1,879654
9,2,4,41,1,1,2,9,68,6,1,2403680
9,1,2,18,1,1,2,3,1,18,1,1160386
1,2,4,30,1,1,2,8,1,30,1,1730460
1,1,4,4,1,1,2,8,1,5,1,57515
1,1,1,34,1,1,2,2,1,34,1,1873570
2,2,2,39,1,1,2,3,2,39,1,2289991
1,1,2,38,1,1,2,4,1,38,1,2221790
1,1,2,39,1,1,1,3,1,54,1,2327045
1,2,2,18,1,1,2,3,1,18,6,1134670
1,1,3,40,1,1,2,7,1,48,1,2365007
1,1,1,36,1,1,2,2,1,36,1,2109844
1,1,3,12,1,1,2,5,1,12,1,747563
1,1,2,55,1,1,2,3,1,55,2,3188817
1,1,1,34,1,1,2,2,1,42,1,1890828
1,1,1,9,1,1,2,1,1,37,1,623576
2,1,3,48,1,1,1,7,2,48,1,2893678
1,1,4,4,1,1,2,8,1,35,1,119604
1,2,2,31,1,1,1,4,1,17,1,1737997
1,2,2,39,1,1,2,3,1,39,1,2322779
1,2,2,30,1,1,2,4,1,31,1,1192339
1,1,2,29,1,1,2,4,1,29,1,1700178
1,2,2,29,1,1,2,4,1,29,5,1699397
1,1,2,39,1,1,2,3,1,23,1,2243352
1,1,3,24,1,1,2,5,1,36,1,1356960
1,1,2,29,1,1,2,4,1,29,1,1719478
9,1,9,12,1,1,2,5,68,12,1,799492
1,1,2,39,1,1,2,3,1,39,1,2334513
1,1,2,13,1,1,2,4,1,29,1,1674220
1,2,1,44,1,1,1,1,1,44,1,2561458
1,2,2,39,1,1,2,3,1,39,1,2251822
1,2,4,16,1,1,2,8,1,16,1,971115
1,2,4,49,1,1,1,8,1,49,1,2973355
1,2,3,24,3,1,2,5,1,19,1,1363601
9,1,4,8,1,1,2,8,68,8,1,559167
1,1,3,12,1,1,2,5,1,39,1,731825
1,1,3,54,1,1,1,5,1,55,1,3173619
1,2,2,55,1,1,2,3,1,55,1,3228884
1,1,4,6,1,1,2,9,1,34,1,164944
1,2,1,42,1,1,1,2,1,24,1,2498500
1,1,3,37,1,1,2,5,1,6,1,2113695
1,1,2,27,1,1,2,4,1,27,1,1625551
1,1,3,51,1,1,2,5,1,17,1,3028433
1,2,3,53,1,1,2,6,1,13,1,17538
9,1,4,53,5,2,2,9,68,41,1,3151435
1,2,4,53,1,1,2,9,1,48,1,3160372
1,2,1,36,1,1,2,2,1,36,1,2014530
1,1,2,46,1,1,2,4,1,46,1,2616640
1,1,1,36,1,1,2,2,1,36,1,1992020
6,2,4,6,1,1,2,9,38,6,4,320998
1,1,4,6,1,1,2,9,1,148,1,388649
1,2,1,34,1,1,1,2,1,36,1,1887097
3,2,2,13,1,1,1,5,17,35,1,925920
2,1,3,22,1,1,2,7,2,22,1,1296323
1,1,2,39,1,1,2,3,1,39,1,2328141
1,1,3,28,1,1,1,6,1,28,1,1643566
1,1,3,13,5,1,2,5,1,13,1,861904
1,1,3,51,1,1,2,5,1,48,1,3082470
1,1,4,32,1,1,2,8,1,32,1,1759828
9,1,3,48,5,1,2,7,68,48,1,2744542
1,1,2,17,1,1,2,3,1,17,1,1025720
8,2,1,34,1,1,2,2,67,34,1,1813057
1,1,3,48,1,1,2,7,1,48,1,2925510
1,2,3,22,1,1,1,7,1,22,1,1294905
1,2,3,54,1,1,2,5,1,54,1,3162320
6,1,1,33,1,1,2,1,42,25,1,1787167
2,2,4,24,1,1,2,5,2,6,1,1355599
1,2,2,39,1,1,2,3,1,39,1,2303694
2,1,3,45,1,1,1,5,2,45,1,2594522
8,2,3,48,1,1,2,7,67,40,1,2774403
1,2,1,42,1,1,2,2,1,42,1,2450963
1,2,3,12,1,1,2,5,1,12,1,709042
9,1,2,20,1,1,1,4,68,20,1,1218786
1,1,2,26,1,1,2,3,1,6,1,1546060
2,1,3,47,1,1,1,6,2,13,1,2629617
1,2,3,37,5,1,1,5,1,36,1,2215122
6,1,4,6,1,1,2,9,43,6,1,274199
1,1,2,39,1,1,2,3,1,39,1,2281571
9,2,4,6,1,1,2,9,68,8,1,389004
1,1,1,54,1,1,2,2,1,34,1,1859534
2,1,3,37,1,1,1,5,2,37,5,2114955
1,2,3,37,1,1,2,5,1,25,1,2177341
9,2,1,25,2,1,1,1,68,42,1,1450252
1,2,4,6,1,1,2,9,1,6,1,329010
1,1,4,35,1,1,2,8,1,35,1,1899011
1,1,1,42,1,1,2,2,1,42,1,2524274
1,2,4,30,1,1,2,8,1,30,1,1731527
1,1,3,24,1,1,1,5,1,24,1,1389389
1,2,1,36,1,1,2,2,1,36,1,1933366
2,1,3,24,1,1,2,5,2,168,1,1388299
1,2,3,37,1,1,2,5,1,37,1,2139909
2,2,2,26,1,1,2,3,2,37,1,1565286
1,2,2,19,1,1,2,4,1,54,1,1190327
2,2,4,6,1,1,2,9,2,6,1,374099
1,2,4,16,1,1,2,8,1,16,1,967492
1,2,2,39,1,1,2,3,1,39,1,2248132
9,2,4,6,1,1,1,9,68,6,1,227764
1,2,1,34,5,1,2,2,1,34,1,1821186
1,1,2,19,1,1,2,4,1,19,1,1202377
1,1,3,54,2,1,2,5,1,54,1,3173920
2,2,3,37,1,1,1,5,2,37,1,2181722
7,1,2,26,1,1,2,3,18,26,1,1503476
1,1,3,13,1,1,2,5,13,47,1,866352
9,2,2,46,1,1,2,4,68,56,1,2621949
1,1,3,48,1,1,2,7,1,48,1,2805063
1,2,3,37,1,1,2,5,35,45,1,2123409
1,2,1,36,1,1,2,2,1,42,1,2033657
1,2,1,36,1,1,2,2,1,36,1,2007336
1,2,1,36,1,1,2,2,1,36,1,1952587
2,2,3,1,1,1,1,5,2,37,1,2142000
1,1,4,30,1,1,2,8,1,30,1,1735065
1,1,1,23,1,1,1,1,1,25,1,1337397
1,1,3,48,1,1,2,7,1,48,1,2749500
1,2,2,27,1,1,2,4,1,27,1,1606943
1,2,2,24,1,1,2,5,1,42,1,1363791
1,2,3,13,1,2,2,5,1,13,1,948225
1,2,1,34,1,1,2,2,1,24,1,1800963
1,1,3,37,1,1,2,5,1,22,1,2202969
8,1,4,6,1,1,1,9,67,6,1,385530
2,1,3,5,2,1,2,7,2,5,1,146363
1,1,2,39,1,1,2,3,1,39,1,2311873
1,2,2,17,1,1,2,3,1,17,1,1019472
1,2,3,47,1,1,2,6,1,47,1,2654267
1,2,4,24,1,1,2,5,1,24,1,1365491
2,1,3,48,1,1,2,7,2,48,4,2733037
9,1,3,48,1,1,1,7,68,48,6,2924543
1,2,1,42,1,1,2,2,1,42,1,2471669
1,1,4,6,1,1,2,9,1,25,1,295150
1,2,1,9,1,1,2,1,1,25,5,633674
1,2,2,55,1,1,2,3,1,17,1,3230949
9,2,4,15,1,1,2,8,68,6,1,545612
1,1,1,9,1,2,2,1,1,39,1,621860
1,1,2,26,1,1,2,3,1,26,1,1560759
8,1,4,6,1,1,2,9,67,6,1,206179
1,2,2,39,1,1,2,3,1,39,1,2316153
9,1,9,72,2,1,2,0,68,72,2,3258280
1,2,4,6,1,1,2,9,1,31,1,232439
1,2,1,36,1,1,2,2,1,12,1,2066142
2,2,3,12,1,1,2,5,2,12,1,841561
9,1,3,22,1,1,1,7,68,26,1,1327876
1,2,4,8,1,1,2,8,1,8,1,569485
2,1,3,48,1,1,2,7,2,45,1,2744509
9,2,3,12,3,1,2,5,68,511,8,760504
9,2,2,17,1,1,2,3,68,17,1,986819
6,2,4,35,1,1,2,8,45,35,1,1900826
1,2,3,13,1,1,2,5,1,47,1,891193
1,2,1,42,1,1,2,2,1,421,1,2527535
9,2,4,6,1,2,2,9,18,6,1,207855
1,1,1,50,1,1,2,1,1,5,1,2993332
1,2,2,55,1,1,2,3,1,17,1,3203146
1,1,3,24,1,1,1,5,1,36,1,1384712
1,2,3,48,1,1,2,7,1,48,1,2821309
9,1,2,17,1,1,2,3,68,17,1,1033358
1,2,4,53,1,1,1,9,1,6,1,3137939
2,1,3,45,1,1,1,5,2,45,1,2615682
8,2,4,6,1,1,2,9,67,36,1,232928
1,1,4,6,1,1,2,9,1,6,1,235100
1,1,2,39,1,1,2,3,1,39,1,2325566
1,2,2,55,1,1,2,3,1,55,1,3227500
1,1,2,17,1,1,2,3,1,12,1,1087557
1,2,3,45,1,1,2,5,1,45,1,2607100
1,2,3,37,1,1,2,5,1,37,1,2214030
1,2,4,15,1,1,2,9,1,328,1,950448
1,2,3,40,3,1,2,7,1,26,1,2345454
2,1,3,40,1,1,2,7,2,40,1,2359440
1,2,2,21,4,1,1,6,1,47,1,1273362
1,1,3,12,1,1,1,5,1,42,1,683125
1,2,2,19,5,1,2,4,1,19,1,1196228
1,1,3,48,1,1,2,7,3,2,1,2724206
2,1,2,27,1,1,2,4,2,6,1,1579066
9,1,4,6,1,1,2,9,68,6,1,363721
1,1,2,19,1,1,2,4,1,19,1,1179375
1,2,3,9,1,1,2,7,1,116,1,1316600
1,2,4,4,1,1,2,8,1,28,1,87944
1,1,1,33,1,1,1,1,1,33,1,1785086
1,1,1,34,1,1,2,2,1,34,1,1890885
5,1,4,30,1,1,2,8,1,55,1,1732369
1,2,2,29,1,1,2,4,1,29,1,1702014
6,2,1,36,1,1,2,2,38,36,1,1995115
1,1,2,55,1,1,2,3,1,55,1,3201258
1,2,3,45,3,1,2,5,1,45,1,2575613
1,2,2,26,1,1,2,3,1,9,1,1561621
1,2,2,17,1,1,2,3,1,17,1,998230
1,2,4,53,3,1,2,9,1,53,1,3144842
5,1,1,44,1,1,2,1,2,44,3,2559854
1,2,4,36,1,1,2,2,1,36,1,2090907
1,2,1,17,1,1,2,3,1,17,1,1062303
1,1,2,39,1,1,2,3,1,39,1,2230978
9,2,3,48,2,1,2,7,68,72,2,2778890
1,1,2,17,1,1,2,3,1,17,1,999219
1,1,9,72,2,1,1,0,1,72,2,3248364
1,2,3,48,1,1,2,7,1,6,1,2909045
1,1,3,8,1,2,2,8,1,8,1,565650
1,2,2,31,1,1,2,4,1,31,1,1741689
1,2,2,27,1,1,2,4,1,27,1,1620668
1,2,3,37,1,1,2,5,1,26,1,2150035
1,1,2,39,1,1,1,3,1,39,1,2229623
1,1,4,32,1,1,2,8,59,38,1,1763127
1,2,3,24,1,1,2,5,1,51,1,1361113
2,2,3,22,1,1,2,7,2,22,1,1322492
1,1,4,56,1,1,2,8,1,56,1,3239721
1,1,3,55,1,1,1,3,1,17,1,3205900
1,1,2,20,1,1,2,4,1,20,1,1235285
2,1,3,13,1,1,2,5,6,13,1,853748
1,1,1,25,1,1,2,1,1,36,1,1455908
1,2,4,53,1,1,2,9,1,41,1,3142557
1,1,3,32,1,1,2,8,1,32,1,1784525
1,1,1,42,1,1,2,2,1,24,1,2491582
1,1,1,33,1,1,2,1,1,25,1,1797668
1,1,1,36,1,1,2,2,1,36,1,1987759
9,2,2,39,3,1,2,3,68,242,4,2273870
1,2,2,26,1,1,2,3,1,26,1,1511368
1,1,4,48,1,2,1,9,1,6,1,388956
8,1,1,36,1,1,2,2,67,36,1,2001943
1,1,2,55,3,1,2,3,1,134,5,3207571
1,2,2,55,1,1,2,3,1,55,1,3202686
8,1,4,32,1,1,2,8,67,48,1,1777724
8,2,3,12,1,1,2,5,21,12,1,798578
1,2,3,48,1,2,2,7,1,48,1,2798233
9,2,2,19,1,1,1,4,68,19,1,1187870
9,2,3,37,1,1,2,5,68,37,1,2145682
2,1,3,13,1,2,2,5,2,22,1,947977
1,2,1,36,1,1,2,2,1,50,1,2093664
1,2,2,27,1,1,2,4,1,19,1,1601413
1,2,2,31,1,1,1,4,1,31,1,1743222
1,1,1,36,1,1,2,2,1,36,1,1929078
1,2,4,8,1,1,2,8,1,8,1,591636
1,1,1,36,1,1,2,2,1,25,1,2009259
2,1,4,6,1,1,2,9,2,29,1,173651
1,2,1,23,1,1,2,1,1,23,1,1329849
1,1,4,4,1,1,2,8,1,6,1,57975
1,1,1,36,1,1,2,2,28,51,1,2007790
1,2,3,37,1,1,2,5,1,5,1,2201381
6,1,2,17,1,1,2,3,43,17,1,990811
1,2,1,36,1,1,2,2,1,36,1,1946781
1,1,3,1,1,1,2,6,1,1,1,41166
1,1,3,48,1,1,2,7,1,5,1,2858135
1,1,3,12,3,1,2,5,64,18,1,756202
1,1,1,42,1,1,2,2,1,42,7,2460330
1,1,4,4,1,1,2,8,1,4,1,118254
1,1,1,42,1,1,2,2,1,42,1,2461106
1,1,2,53,1,1,2,9,1,53,5,3090677
1,1,3,48,1,1,2,7,1,34,1,2909707
1,2,3,45,1,1,1,5,1,45,8,2584353
5,1,4,6,1,1,2,9,68,49,1,261554
1,2,3,48,1,2,2,7,1,36,1,2919885
1,1,1,36,1,1,1,2,1,36,1,2105430
1,2,3,24,1,1,2,5,1,24,1,1350405
1,1,2,31,1,1,2,4,1,31,1,1747319
9,2,4,15,1,1,2,9,68,15,5,961592
1,2,3,13,1,1,2,5,1,13,1,941620
6,2,3,24,1,1,2,5,38,24,1,1385208
1,2,3,40,1,1,2,7,1,20,1,2347313
1,2,4,6,1,1,2,9,1,8,1,353935
1,1,2,55,1,1,2,3,1,55,1,3199318
1,2,3,12,1,1,2,5,1,26,1,730244
1,1,3,5,1,1,2,7,1,5,1,142434
1,1,3,33,1,1,1,6,1,34,1,34203
2,1,2,55,1,1,2,3,2,28,1,3229357
4,2,3,45,4,1,2,5,2,45,1,2580014
1,2,3,1,1,1,1,6,1,22,1,16430
1,1,1,36,1,1,2,2,1,36,1,2012557
1,2,3,51,1,1,1,5,1,24,1,3001279
1,2,4,4,1,1,2,8,1,6,1,127240
3,1,4,25,1,1,2,9,3,6,1,514905
1,2,1,36,1,1,2,2,1,36,1,1998388
9,2,2,27,1,1,2,4,68,27,1,1595317
1,2,4,8,1,1,2,8,1,34,1,558629
1,2,4,8,1,1,2,8,1,249,1,553938
1,1,3,54,1,1,2,5,1,42,1,3169558
1,2,2,55,1,1,2,3,1,55,1,3197608
1,1,1,34,1,1,2,2,1,36,1,1817429
1,2,3,34,1,1,2,5,1,24,1,1380457
1,1,4,4,1,1,2,8,1,17,1,101044
1,1,3,24,1,1,2,5,1,36,1,1383091
1,1,4,6,1,1,2,9,1,17,1,452206
1,2,1,25,1,1,2,1,1,38,1,1419717
1,2,4,53,1,1,2,9,1,42,1,3153130
3,1,4,35,1,2,2,8,17,4,1,1898998
1,2,3,12,1,1,2,5,52,36,1,737277
9,1,3,51,1,2,2,5,68,51,1,3011186
2,1,4,6,1,1,1,9,2,22,1,164368
9,2,3,48,1,1,2,7,68,48,1,2894996
9,2,4,15,1,1,2,9,68,15,1,959218
1,2,3,48,1,1,2,7,1,48,1,2780769
1,1,3,45,1,1,2,5,1,45,1,2566154
1,2,3,48,1,1,2,7,1,40,1,2744252
1,1,2,17,1,1,2,3,1,48,1,1032882
1,1,4,8,1,1,2,8,1,8,1,582935
1,1,2,19,1,1,1,4,1,17,1,1186318
1,2,3,48,1,1,2,7,1,48,1,2774263
6,2,3,1,4,1,2,6,1,12,1,1130
5,2,3,12,1,1,2,5,1,6,1,706001
1,2,3,12,1,1,2,5,1,34,1,833118
1,1,2,45,1,1,2,3,1,39,1,2327121
9,2,3,48,1,2,2,7,68,48,1,2859446
1,1,4,49,1,1,2,8,1,6,1,2957228
1,2,4,4,1,1,1,8,1,8,1,94828
6,1,4,53,1,1,2,9,45,6,1,3104459
1,1,4,6,1,1,2,9,1,26,1,292164
1,1,3,13,1,1,2,5,1,13,1,936028
1,2,4,6,1,1,2,9,1,6,1,513014
2,2,3,12,1,1,2,5,2,12,1,842438
7,2,4,49,1,1,2,8,66,37,1,2977245
1,2,4,2,1,1,2,9,1,47,1,52504
1,1,1,34,1,2,2,2,1,9,1,1880250
8,2,4,6,5,1,2,9,67,6,1,429698
1,2,1,36,1,1,2,2,1,36,1,2079776
1,1,3,48,1,1,2,7,1,34,1,2878624
1,1,2,18,1,1,2,3,1,21,1,1121940
9,2,3,21,1,2,2,6,68,149,1,1262625
2,1,4,41,1,1,2,9,1,41,1,2403548
1,1,1,9,1,1,1,1,1,9,1,630158
1,1,2,27,1,1,2,4,1,39,1,1593511
1,1,3,48,1,1,2,7,1,6,1,2719351
9,2,3,48,1,1,2,7,68,42,1,2860494
2,2,1,25,1,1,1,1,1,25,1,1472446
1,2,4,4,1,1,2,8,1,42,1,104267
1,2,3,24,1,1,2,5,1,24,1,1354992
1,1,1,36,1,1,1,2,1,36,1,1918826
3,2,4,30,1,1,2,8,23,46,1,1733648
1,2,1,42,1,1,2,2,1,42,1,2452304
1,2,4,41,1,1,1,9,1,53,1,2389009
1,1,4,16,1,1,2,8,1,16,1,975281
6,2,2,39,1,1,1,3,1,17,1,2342206
2,2,3,13,1,1,2,5,2,13,1,896077
3,1,3,37,1,1,2,5,15,37,1,2201068
9,1,3,47,1,1,1,6,68,47,1,2631677
1,2,2,17,1,1,2,3,1,17,1,992684
1,2,3,47,1,1,2,6,1,47,1,2652965
1,2,3,48,1,1,2,7,1,48,1,2799718
1,2,4,6,1,1,2,9,1,6,1,260367
1,2,4,30,1,1,2,8,1,48,1,1728956
1,1,2,29,1,1,2,4,1,20,1,1697304
2,1,2,39,1,1,2,3,2,39,1,2223237
1,2,2,20,1,1,2,4,1,20,1,1233893
2,2,1,37,1,2,2,5,2,37,1,2130105
9,2,3,48,1,1,2,7,68,48,1,2792560
1,2,3,24,1,1,2,5,1,24,1,1363490
1,1,3,54,1,1,1,5,1,54,1,3168508
1,2,1,13,1,1,2,5,1,13,1,918936
1,2,4,4,1,1,1,8,1,17,6,70818
1,2,3,37,1,1,2,5,1,37,1,2155671
1,2,3,48,1,1,2,7,1,48,1,2781925
9,2,2,2,1,1,2,3,68,50,1,2283054
1,1,3,21,1,1,2,6,1,47,1,1273723
1,1,2,39,1,1,2,3,1,48,1,2240112
2,2,1,45,1,1,2,5,2,45,1,2579337
8,1,4,8,1,1,2,8,67,8,1,576282
1,1,3,45,1,1,2,5,1,45,1,2610187
1,2,3,48,1,1,2,7,1,48,1,2926825
2,1,3,45,1,1,2,5,2,45,5,2608524
1,2,1,36,1,1,2,2,1,36,1,2026919
6,1,3,13,3,1,2,5,45,110,5,935634
1,2,4,37,1,1,2,8,1,41,1,970899
1,2,2,38,1,1,2,4,1,20,1,2220996
1,1,2,29,1,1,2,4,1,27,1,1687632
1,2,1,25,1,1,2,1,1,25,1,1456513
1,1,3,54,1,1,2,5,1,54,1,3174017
1,1,3,21,1,1,1,6,1,21,1,1284236
1,1,3,48,1,1,2,7,68,48,1,2808603
9,2,3,48,1,1,2,7,68,48,1,2755114
1,2,1,42,1,1,2,2,1,42,1,2527912
2,1,3,21,1,1,2,6,2,11,1,1238973
1,2,1,34,1,1,1,2,1,34,1,1799025
1,1,1,35,4,1,1,6,60,21,1,1262059
8,2,2,39,1,1,2,3,67,39,1,2255592
1,2,3,51,1,1,2,5,1,51,1,3002587
1,1,2,18,1,1,2,3,1,18,1,1146882
1,1,4,41,1,1,2,9,60,34,1,2395323
9,2,1,36,1,1,2,2,68,36,2,1991767
1,1,3,37,1,1,2,5,1,54,1,2156701
