RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID,REGION_dirty,ST_dirty,CIT_dirty,NATIVITY_dirty,RAC1P_dirty,RAC2P_dirty,POBP_dirty,WAOB_dirty
1,2,1,23,1,1,2,1,1,23,1,1332140,,,4,,,,,
1,1,3,48,1,1,2,7,1,48,1,2801138,,,,,5,,,
1,2,4,16,1,1,2,8,1,32,1,980504,,,,,,,,
1,1,3,24,1,1,2,5,1,6,1,1384619,,,,,,,,
2,2,4,53,1,1,2,9,2,48,1,3155918,,,,,,,,
1,2,3,45,1,1,2,5,1,45,1,2601203,,,,,,,,
1,2,1,42,1,1,2,2,1,20,1,2500680,,,,,,,,
6,2,3,48,1,1,2,7,45,48,1,2764611,,,,,5,,,
1,2,1,34,1,1,2,2,1,34,1,1819085,,,,,,,,
8,1,3,37,1,1,1,5,67,37,1,2127762,,,,,,,,
1,1,3,40,1,1,2,7,1,12,1,2368736,9,,,,,,,
1,2,4,41,1,1,2,9,1,41,1,2419272,,,,,,,,
9,2,2,39,1,1,2,3,68,19,1,2263374,,,,,,,,
2,1,1,34,1,1,2,2,2,24,1,1851436,3,,,,,,327,
1,2,3,12,1,1,2,5,1,12,1,720085,,,,,,,,
9,1,4,53,1,1,2,9,68,53,1,3092399,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2905679,,,,,,,,
1,1,2,27,1,1,2,4,1,27,1,1588122,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2282898,,,,,8,,,
1,2,1,36,1,1,2,2,1,36,1,2070046,,,,,,,,
2,2,3,28,1,1,2,6,2,22,1,1640751,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,481772,,40,,,,,55,
1,1,4,6,1,1,2,9,1,6,1,396030,,,,,,,,
1,1,2,27,1,1,1,4,1,27,1,1604903,,,,,,,,
1,2,3,37,1,1,1,5,1,21,1,2155669,,31,,,,,,
9,1,3,1,1,1,2,6,68,1,1,18198,,,,2,3,2,,
1,1,2,39,1,1,1,3,1,39,1,2325399,,,,,,,,
1,2,1,34,1,1,2,2,1,34,1,1859266,,,,,,,,
8,2,1,34,1,1,2,2,67,34,1,1845199,,,,,,34,,
1,1,2,39,1,1,1,3,1,39,1,2251584,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2088641,,,,,,,,
9,1,2,17,1,1,2,3,68,17,1,1088165,,,,,,,,
1,2,1,25,1,1,2,1,1,25,1,1416945,,,,,,,,5
1,2,2,20,1,1,2,4,1,20,1,1235478,,,,,,,,
5,1,4,6,1,1,2,9,29,6,1,325172,,,,,,,,
2,1,1,34,1,1,1,2,2,36,1,1817374,,,,,,,,
2,2,3,28,1,1,2,6,2,28,1,1660851,,,,2,,,,
1,2,2,55,1,1,2,3,1,55,1,3201642,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2516197,,,,,,,,
8,2,3,10,1,1,2,5,67,48,1,643154,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1027307,,,,,,,,
1,2,3,37,1,1,1,5,1,37,1,2181299,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1036600,,,,,,,,
1,2,4,49,1,1,2,8,1,29,1,2967554,,,,,,,159,
8,2,4,6,1,1,2,9,67,6,1,200169,,,,,,,,
1,2,1,36,1,1,2,2,1,29,1,1948330,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2275399,,,,2,2,,,
1,1,1,23,1,1,2,1,1,23,1,1340441,,,,,,,15,
9,2,4,15,1,1,2,9,68,15,1,963717,,19,3,,,,,
1,1,1,36,1,1,2,2,1,36,1,1955873,,,,,,,,
2,1,3,10,1,1,2,5,2,10,1,644351,,,,,,,,
1,2,2,20,1,1,1,4,1,20,1,1232494,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1046817,,,,,,,,
9,1,1,36,1,1,2,2,68,36,1,2052397,,,,,,,,
1,1,2,26,1,1,2,3,1,26,1,1497714,,,,,,,,
1,2,3,12,1,1,1,5,1,40,1,831508,,,,,,,,
1,2,4,41,3,1,2,9,1,554,8,2391836,,,,,,,,2
1,1,4,4,1,1,2,8,1,4,1,78490,2,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,480116,,,,,6,,,3
1,2,1,25,1,1,2,1,1,17,1,1459211,,,,,,19,,
9,1,4,6,1,1,2,9,68,6,1,424935,,,,,,,,
8,2,1,36,1,1,2,2,67,36,1,1993156,,,5,,,,,
1,1,3,51,1,1,2,5,1,51,1,3053285,,,,,,,,
2,2,3,12,1,1,2,5,2,34,1,721585,,,,,1,,,
1,2,2,26,1,1,2,3,1,26,1,1483444,,,,,,,523,
1,2,3,40,1,1,1,7,1,40,1,2358720,,,,,,,,
1,1,3,13,1,1,2,5,1,13,1,889046,,,,,,,,
1,1,4,8,1,1,2,8,1,8,1,548493,,,,,,,,
1,2,4,6,1,1,2,9,1,17,1,348653,,,,,9,,,
2,1,2,17,1,1,2,3,2,19,1,1101715,,,,,,,,
1,1,4,4,1,1,1,8,1,12,1,58891,,,,,,,,
1,1,1,25,1,1,2,1,1,25,1,1413617,,,,,,,,
1,1,1,25,1,1,1,1,1,25,1,1444657,2,,,,,,,
8,2,2,19,1,1,1,4,67,48,1,1204112,,6,,,,,,
2,2,2,17,1,1,2,3,2,21,1,1045143,,,,,,,,
6,2,2,29,1,1,2,4,43,39,1,1663738,,,4,,,,,
1,2,1,42,1,1,2,2,1,42,1,2477924,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2548165,,,,,,,,
1,1,4,41,1,1,2,9,1,41,1,2404376,,,,,,,,
1,1,4,49,1,1,1,8,1,21,1,2975101,,,,2,2,,,
1,1,2,19,1,1,2,4,1,19,1,1196775,,,4,,,,,
1,1,4,6,1,1,2,9,1,13,1,182138,,,,,,,,
9,1,2,29,1,1,2,4,68,20,1,1696198,,,,,,,,
1,1,3,48,1,1,2,7,1,29,1,2742754,,,,,,16,,
1,1,4,8,1,1,2,8,1,19,1,563271,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2435237,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,499747,,,,,,,,
1,1,1,34,1,1,2,2,1,34,1,1874784,,,,,5,,,
1,2,3,48,1,1,2,7,1,48,1,2918291,,,,,,,,
1,1,3,22,1,1,2,7,1,22,1,1298597,,,4,,,,,
1,1,1,36,1,1,2,2,1,25,1,1912859,,,,,,,,
1,1,2,27,1,1,2,4,1,27,1,1584534,,,,,,,,
8,2,4,6,1,1,1,9,67,6,1,496930,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2898740,,,,,,,2,
9,2,3,48,3,1,1,7,68,243,4,2892191,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2327540,,,,,,,,
1,2,4,6,1,1,1,9,1,6,1,162238,,,,,,,,
1,1,3,24,1,1,1,5,1,24,1,1344389,,,,,,,,
1,1,4,49,1,1,2,8,1,49,1,2975836,,,,,,,,
1,2,3,22,1,1,2,7,1,22,1,1295016,,,,,,,,
1,2,3,21,1,1,1,6,1,21,1,1281078,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2291781,,,,,,,,
1,2,9,72,2,1,2,0,1,72,2,3265153,,,,,,,,
8,2,3,48,1,1,2,7,67,48,1,2928548,,,,,6,,,
9,1,3,48,1,1,2,7,68,48,1,2729499,,,,,,,,
1,1,3,54,1,1,1,5,1,54,1,3173304,,,,,,,,
1,2,3,21,1,1,2,6,1,21,1,1282421,,,,,,,,
1,2,4,8,1,1,2,8,1,42,1,558080,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2473798,,,,,,,,
1,1,4,53,1,1,2,9,1,53,1,3112889,,,,,,,,
6,2,1,36,1,1,2,2,49,36,1,2098374,,,,,,,,
1,1,3,13,1,1,2,5,1,18,1,928469,,,,,,,,
1,1,4,4,1,1,2,8,1,6,1,59309,,,,,,,,
1,1,3,28,1,1,2,6,1,13,1,1652112,,,,,,,,
1,2,3,37,1,1,2,5,1,51,1,2166119,,,,,,,,
1,2,2,31,1,1,1,4,1,46,1,1742662,1,,,,,,,
1,1,1,34,1,1,2,2,1,6,1,1824210,,,,,,,,
8,1,3,51,1,1,2,5,67,37,1,3070284,,,,,,,,
2,2,2,17,1,1,1,3,2,29,1,1086603,,,,,,,,
1,1,3,40,1,1,1,7,1,40,1,2365189,,,,,,,,
6,1,4,6,1,1,2,9,46,6,1,488368,,,,,,,,
1,1,1,36,1,1,1,2,1,36,1,1991660,,,,,,4,,
9,2,4,6,1,1,2,9,68,6,1,392985,,,,,,,,
1,2,1,36,1,1,1,2,1,36,1,2015614,,,,,,,,
1,1,9,72,1,1,2,0,1,34,1,3269755,,,,,,,,
2,2,3,51,1,1,1,5,2,51,1,3060452,,,,,,,,
1,1,3,13,1,1,2,5,1,13,1,929338,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1525408,,,,,,,,
1,1,2,29,1,1,2,4,1,29,1,1664327,,41,,,7,,,
1,1,2,18,1,1,1,3,1,18,1,1143326,,,,,,,,
1,1,2,27,1,1,2,4,1,27,1,1584244,,,,,,,,
1,1,2,26,1,1,2,3,1,11,1,1574758,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,268360,,,,,,,,
1,1,3,5,1,1,2,7,1,5,1,149611,,,,,,,,
6,2,4,8,1,1,2,8,44,8,1,593463,,,,,,,,
1,1,2,29,1,1,2,4,1,29,1,1680358,,,,,,,,
6,2,4,15,1,1,2,9,43,15,1,954124,,,,2,9,,,
1,2,3,37,1,1,2,5,1,37,1,2128076,,,,,5,,,
1,2,2,17,1,1,2,3,1,17,1,1017442,,51,,,,,,
9,2,4,6,1,1,2,9,68,6,1,426157,,,,,,,,
1,2,3,47,1,1,2,6,1,47,1,2637573,,,,,,,,
1,1,4,30,1,1,2,8,1,30,1,1727127,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2900861,,,,,,,,
1,1,4,8,1,1,2,8,1,54,1,583470,,,,,,,,
1,2,2,17,1,1,1,3,1,17,1,1083016,,,,,,,,
9,2,1,36,1,1,2,2,68,36,1,2083308,,,,,,,,
1,2,2,38,1,1,2,4,1,27,1,2220856,,,,,,,,
1,2,3,51,1,1,2,5,1,51,1,3005257,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1966483,,,,,,,,
1,2,2,27,1,1,2,4,1,19,1,1633120,,,,,,,,
1,2,4,53,1,1,2,9,1,53,1,3146111,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,424533,,,,,,,,
6,2,3,51,1,1,2,5,45,51,1,3027188,,,,,,,,
3,1,2,27,1,1,2,4,8,27,1,1626212,,,3,,,,,
9,2,1,36,1,1,2,2,68,42,1,1997690,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2942327,,,,,,,,
2,2,3,10,1,1,2,5,2,37,1,647368,,,,,,,,
1,2,3,54,1,1,2,5,1,54,1,3165291,,,,2,,,,4
1,2,3,47,1,1,2,6,1,47,1,2685182,,,4,,,,,
1,2,4,6,3,1,2,9,1,215,4,202840,,,,,,,,
1,2,3,24,1,1,2,5,1,24,1,1398066,,,,,,,,
9,2,3,51,1,1,2,5,68,51,1,3077572,,,,,,,314,
1,1,3,1,1,1,2,6,1,1,1,533,,,,,,,,
1,2,3,28,1,1,2,6,1,28,1,1659905,,,,,,,,
9,1,4,6,1,1,2,9,68,25,1,240048,,,,,,,207,
1,2,1,36,1,1,2,2,1,36,1,2066618,,,,,,,,
1,2,4,49,1,1,2,8,1,39,1,2981226,,,,,,,,
1,2,3,24,1,1,2,5,1,25,1,1344514,,,,,,,,
1,1,3,24,1,1,2,5,1,24,1,1353205,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,393826,,,,,,,,
2,2,2,26,1,1,1,3,2,1,1,1563868,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2318934,,,,,6,,,3
9,1,4,4,1,1,2,8,68,4,1,101650,9,,,,2,,,
1,2,3,21,1,1,2,6,1,21,1,1258598,,,,2,,,,
1,1,3,13,1,1,2,5,1,21,1,884199,,,,,,,,
2,1,1,36,1,1,2,2,2,36,1,1951014,,,,,,,,
1,2,2,27,1,1,2,4,1,27,1,1616300,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,2085558,,,,2,,,,
1,2,1,44,1,1,2,1,1,36,1,2555006,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,2081989,,,,,,,,
1,1,2,26,1,1,1,3,1,26,1,1521397,,,,,,,,
8,1,3,48,1,1,2,7,67,48,1,2870482,,,,,,,,
2,1,1,42,1,1,2,2,2,1,1,2492702,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,707006,,,,,,,,
1,2,3,13,1,1,1,5,1,13,1,854527,,,,,,,,
1,2,2,17,1,1,1,3,1,17,1,983187,,,,,,,,
1,2,9,72,2,1,2,0,1,72,2,3258150,,18,,,,,102,
1,1,4,6,1,1,2,9,1,13,1,418801,,,,,,,467,
1,2,2,17,1,1,2,3,1,17,1,1064926,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,1964004,,,,,,,,
1,2,4,49,1,1,2,8,1,49,1,2981471,,,,,,,,
1,2,3,37,1,1,2,5,1,39,1,2154898,,,,,,,,
6,1,4,15,1,1,2,9,48,15,1,955566,,,,,,,,
6,2,1,36,1,1,2,2,41,36,1,2061765,,,,,,,,
1,1,4,6,1,1,2,9,1,55,1,167519,,,,,,,,
1,2,2,29,1,1,2,4,1,29,1,1714662,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,1941348,,,,,,,,
1,1,3,13,1,1,2,5,1,47,1,933693,,,,,,,,
9,2,3,12,2,1,2,5,68,72,2,791011,,,,,,,,
1,1,3,21,1,1,1,6,1,21,1,1263327,4,,,,,,,8
2,1,3,47,1,1,2,6,2,47,1,2674247,,,3,,,,,
1,1,2,26,1,1,2,3,1,26,1,1485817,,,,,,,,
1,1,3,48,3,1,2,7,1,215,4,2827418,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,440810,,,,,,,,
1,2,3,51,1,1,2,5,1,51,1,3004970,,,,,,,10,3
1,2,1,25,1,1,2,1,1,25,1,1414355,,,,,,,,
2,2,3,12,1,1,2,5,2,12,1,735304,,,,,,,,
1,2,3,5,1,1,2,7,1,47,1,158527,,,,,,,,
1,1,2,18,1,1,2,3,1,18,1,1143106,,,,,,,,
1,2,3,47,1,1,2,6,1,47,1,2655809,,,,,,,,
8,1,3,12,1,1,2,5,67,12,1,798716,2,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1016063,,,,,,,,
1,2,1,36,1,1,2,2,1,17,1,2105184,,,,,,,,
2,1,3,13,1,1,2,5,2,12,1,918016,,,,,,,,
2,2,1,36,1,1,1,2,2,36,1,2060019,,,,,,,,
9,1,3,48,1,1,2,7,68,48,1,2794666,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1069348,,,,,,,,
1,2,1,34,1,1,2,2,1,34,1,1867837,,,,,,,,
1,2,3,12,1,1,2,5,1,37,1,782407,,,,,,,,
1,1,2,29,1,1,2,4,1,29,1,1700276,,,,,,,,
1,1,1,34,1,1,2,2,1,34,1,1867660,9,,,,,,,
1,1,3,24,1,1,2,5,1,1,1,1381582,,,,,,,,
1,2,4,49,1,1,2,8,1,49,1,2967630,,,,,,,,
1,2,4,53,1,1,2,9,1,53,1,3131985,,,,,,,,
3,2,3,13,1,1,2,5,27,13,1,860063,,,,,,,,
1,2,2,26,1,1,2,3,1,36,1,1490439,,,,,,,,
1,1,3,5,1,1,1,7,1,5,1,132244,,,,,,21,,
1,1,3,47,1,1,2,6,1,47,1,2667252,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,702574,,,,,,,,
1,2,3,12,1,1,2,5,1,39,1,697612,,,,,,14,,
9,2,2,18,1,1,2,3,68,18,1,1162253,,,,,,,,2
1,2,3,48,1,1,2,7,1,48,1,2807193,,,,,,,,
1,1,4,49,1,1,2,8,1,6,1,2958585,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,457405,,,,,,,,
8,1,3,51,1,1,2,5,67,8,1,3007734,,,,,,,,
1,1,4,49,1,1,2,8,1,49,1,2973153,,,,,,,,
9,2,4,6,1,1,2,9,68,6,1,388865,,17,,,,,,
1,1,3,24,1,1,2,5,1,24,1,1347020,,,,,,,,
9,1,3,48,1,1,2,7,68,48,1,2872538,,,,,,,,
1,2,3,12,1,1,2,5,1,42,1,661249,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1075010,,36,,,,,,
1,1,3,45,1,1,2,5,1,13,1,2565481,,,,,,,,
2,2,2,17,1,1,2,3,2,17,1,1015254,3,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2716202,,,,,,,,
1,1,2,27,1,1,2,4,1,27,1,1631058,,,,,,,,
6,1,4,6,1,1,1,9,45,6,1,304619,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,194932,,,,,,,,
1,2,3,54,1,1,2,5,1,54,1,3172251,,,,2,,,,
1,1,1,42,1,1,2,2,1,42,1,2501735,,,,,,,,
1,1,1,23,1,1,2,1,1,9,1,1328302,,,,,,,,
1,2,3,45,1,1,2,5,1,45,1,2579593,,,5,,,,,
9,1,4,6,1,1,2,9,68,6,1,346975,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,292562,,,,,,,,
1,2,3,48,1,1,2,7,1,27,1,2865338,,,,2,,,,
8,2,3,48,1,1,2,7,67,48,1,2846997,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,472796,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2479311,,,,,,,,
2,2,3,13,1,1,1,5,2,13,1,929403,,,,,,,,
1,2,1,36,1,1,2,2,1,25,1,1958884,9,,,,,24,312,
1,2,4,6,1,1,2,9,1,6,1,444241,,,,,,,,
1,2,4,4,1,1,1,8,1,17,1,120611,,,,,,,,
9,1,4,41,1,1,2,9,68,41,1,2398854,,,4,,,,,
8,2,1,34,1,1,2,2,67,36,1,1865866,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1516949,,,,,,12,,
1,2,3,48,1,1,2,7,1,35,1,2739986,,,,,,,,
1,1,4,8,1,1,2,8,1,8,1,550365,,,,,,,,
2,2,9,72,2,1,2,0,2,72,2,3268860,,,,,,,,
2,1,4,6,1,1,2,9,2,6,1,441916,,,,,,,,
1,1,3,12,1,1,2,5,1,9,1,810860,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2508000,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,654991,,,,,,,,
1,2,4,41,1,1,2,9,1,41,1,2398153,,,5,,,,,
1,2,2,27,1,1,2,4,1,4,1,1598817,,,,,5,,,
5,1,4,6,1,1,2,9,37,6,1,160218,,,,,,,,
2,2,1,36,1,1,2,2,2,36,1,2086456,,,,,,,,
1,1,4,15,1,1,2,9,1,55,1,957494,,,,,,,,
1,2,3,22,1,1,2,7,1,22,1,1324648,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2281900,,,,,,,,
1,1,2,18,1,1,2,3,1,18,1,1171412,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1495197,,,,,,,,
1,1,2,26,1,1,2,3,1,26,1,1550008,,,,,,,,
1,2,4,53,1,1,2,9,1,48,1,3107661,,,,,,,,
1,2,4,8,3,1,2,8,1,110,5,581953,,,,,,,,
1,1,2,19,1,1,2,4,1,19,1,1186655,,,,,,,,
9,2,4,53,1,1,2,9,68,53,1,3092443,,,,2,2,,,
9,1,4,6,1,1,2,9,68,15,1,541510,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1535992,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2331235,,,,,,,,
1,1,3,5,1,1,2,7,1,5,1,135493,,,,,,,,
2,1,3,37,1,1,2,5,2,37,1,2162492,,,,,,,,
8,1,3,21,1,1,2,6,67,8,1,1276236,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1510257,,,,,,,,
4,2,4,53,1,1,2,9,31,53,1,3085213,,,,,,,,
1,1,2,26,1,1,2,3,1,26,1,1528053,,,,2,,,,
1,2,1,42,1,1,1,2,1,42,1,2469805,,,,,,,,
9,1,3,12,1,1,1,5,68,12,1,828047,,,,,,,,
8,1,4,4,1,1,2,8,67,27,1,87493,,,,,,,,
1,2,3,48,1,1,1,7,1,36,1,2727804,,,,,,,,
1,2,3,48,1,1,2,7,1,12,1,2773205,,,,,,,,
1,1,1,34,1,1,2,2,1,34,1,1840878,,,,,,,,
9,1,3,48,1,1,2,7,68,48,1,2908682,,,,,,,,
1,2,3,21,1,1,2,6,1,21,1,1284191,,,,,,,,
2,2,4,6,1,1,1,9,2,6,1,168669,,,,,,,,
1,2,1,34,1,1,2,2,1,34,1,1837355,,,2,,,,,
1,2,2,39,1,1,1,3,1,39,1,2276328,,,,,,,,
2,2,3,51,1,1,2,5,2,51,1,3081134,,,,,,,,
1,1,2,18,1,1,1,3,1,18,1,1148304,,,,,,,,
1,1,2,27,1,1,2,4,1,27,1,1608617,,,,,,,,
9,2,2,27,1,1,2,4,68,12,1,1629130,,,,,,,,
9,2,2,38,1,1,2,4,68,38,1,2219230,,,,,,,,8
2,2,1,36,1,1,1,2,2,36,1,2021999,,,,,,,,
1,2,2,55,1,1,2,3,1,55,1,3225520,,,2,,,,,
1,2,4,8,1,1,2,8,1,26,1,601459,,,,,,,,
1,1,2,18,1,1,2,3,1,18,1,1114835,,,,,,11,,
1,2,4,4,1,1,2,8,1,33,1,67432,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2497927,,,,,,,,
1,1,2,26,1,1,2,3,1,26,1,1496414,,,,,,,248,
8,1,3,12,3,1,1,5,67,364,3,800780,4,,,,,,,
2,1,3,37,1,1,2,5,2,37,1,2203276,,,,,,,,
1,2,3,45,1,1,2,5,1,51,1,2613620,,34,,,,,,
1,2,3,13,1,1,1,5,1,20,1,860942,,,,,,,,
1,2,3,48,1,1,1,7,1,48,1,2780610,,,,,,,,
1,1,2,55,1,1,2,3,1,55,1,3226144,,,,,,,,
9,2,4,4,1,1,2,8,68,4,1,95411,,,,,,,,
8,2,9,72,2,1,1,0,67,72,2,3256688,,,,,,,,
1,2,2,31,1,1,2,4,1,31,1,1745672,,,,,,,,
1,2,3,47,1,1,2,6,1,42,1,2652025,,,,,,,,
1,2,3,13,1,1,2,5,1,13,1,903028,,,,,,,,
1,2,2,26,1,1,2,3,1,12,1,1520057,,,,,,,,
1,1,4,49,1,1,2,8,1,49,1,2983193,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1019759,,,,,2,,,
1,2,3,22,1,1,2,7,1,48,1,1324179,,,,,,,,
1,2,1,9,1,1,2,1,1,9,1,629232,,,,,,39,,
1,2,2,29,1,1,1,4,1,29,1,1668233,,,,,,,,
2,2,1,9,1,1,2,1,2,45,1,623879,,,,,,,,
1,1,3,13,1,1,1,5,1,13,1,855751,,,,,,,,
1,2,3,37,1,1,2,5,1,42,1,2155377,,32,,,,,,
2,1,2,39,1,1,2,3,2,39,1,2321726,,,,,,,,7
1,2,2,39,1,1,2,3,1,26,1,2246425,,,,,,,,
1,1,3,13,1,1,2,5,1,13,1,903700,,,,,,,,
9,1,2,55,1,1,2,3,68,17,1,3196393,,,,,,,,
1,2,4,8,1,1,2,8,1,8,1,561102,,,,,,,,
6,1,4,6,1,1,2,9,43,6,1,213262,,,,,,,,
1,2,4,15,1,1,2,9,1,41,1,957440,,,,2,,,,
1,2,4,16,1,1,2,8,1,16,1,978131,,,,,,,,
1,2,3,24,1,1,2,5,1,24,1,1364451,,,,,9,,,
1,1,3,48,1,1,2,7,1,48,1,2749116,,,,,,,,
1,1,1,36,1,1,1,2,1,36,1,1946228,3,,,,,,,
9,1,3,12,1,1,2,5,68,48,1,750891,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2865973,,,,,,,,
1,2,3,47,1,1,2,6,1,13,1,2627312,,,,,,,,
1,2,4,53,1,1,2,9,1,53,1,3152843,,,,,,,,
1,2,3,12,1,1,2,5,1,13,1,704644,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2513617,,,,,,,,
1,1,2,29,1,1,2,4,1,29,1,1691166,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1032565,,,,,,,,
1,2,2,29,1,1,2,4,1,29,1,1716901,,,,,,,,
1,2,2,18,1,1,2,3,1,18,1,1145232,,,,,,,,
2,1,3,13,1,1,2,5,2,34,1,900233,,,,,,,,7
1,2,2,18,1,1,1,3,1,18,1,1130378,,,,,,,,
1,2,4,41,1,1,1,9,1,56,1,2396595,,,,,,,,
2,1,3,48,1,1,2,7,2,48,1,2925264,,,,,,,,
1,1,3,12,3,1,2,5,1,110,5,667545,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,468915,,,,,,,,
9,1,1,25,2,1,2,1,68,72,2,1464745,,,,,,,,
1,2,3,21,1,1,2,6,1,27,1,1250196,,,,,7,16,,
2,1,3,45,1,1,1,5,2,45,1,2602672,,,,,,,,
1,1,4,41,1,1,2,9,1,53,1,2402296,,,,,,,,8
9,2,3,48,1,1,2,7,68,48,1,2706617,,,,,,,,6
9,1,4,6,1,1,2,9,68,6,1,282480,,,,,,,,
1,1,1,25,1,1,2,1,1,25,1,1429057,,,,,,,,
2,2,3,37,1,1,2,5,2,24,1,2128245,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2916874,,,,,,,,
1,2,2,39,1,1,2,3,1,26,1,2330162,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2467492,,,,,,,,
1,2,3,1,1,1,2,6,1,1,1,19204,,,,,,,,
1,1,1,36,1,1,1,2,1,36,1,2032317,,,,,,,,5
1,1,3,45,1,1,2,5,1,45,1,2584060,,,,,,,,
2,2,3,13,1,1,1,5,2,13,1,900591,,,,,,,,
1,1,3,40,1,1,2,7,1,40,1,2363954,,,,,,,,
1,2,3,37,1,1,1,5,1,37,1,2175555,,,,,,,,5
9,1,3,48,1,1,2,7,68,6,1,2847914,,,,,,,,
8,1,4,6,1,1,2,9,67,6,1,410947,,,,,,,,
2,1,1,9,1,1,2,1,2,9,1,611043,,,,,,20,233,6
9,2,4,41,1,1,2,9,68,2,1,2384773,,,,,,,,
7,1,4,15,1,1,2,9,60,15,1,953666,,53,,,,,,
1,2,1,33,1,1,2,1,1,25,1,1795578,,,,,,,,
1,1,3,13,1,1,2,5,1,13,1,914997,,,,,,,110,
1,1,3,51,1,1,2,5,1,51,1,3072883,,,,,,,,
1,1,3,12,1,1,2,5,1,18,1,678047,,,,,,,,
1,1,4,6,1,1,2,9,1,26,1,382773,,,,,,,213,
8,2,3,12,1,1,2,5,67,12,1,701471,,,,,,,,
1,2,2,26,1,1,2,3,1,18,1,1543036,,,,,,,,
1,1,2,18,1,1,2,3,1,39,1,1175565,,,,,,,,
2,2,3,22,1,1,1,7,2,22,1,1285141,,,,,,,301,
1,1,3,37,1,1,2,5,1,26,1,2159427,,,,,,,,
6,2,4,15,1,1,2,9,48,15,1,951885,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2435548,,23,,,,,399,
1,1,3,10,1,1,2,5,1,10,1,645784,,,4,,,,,
1,1,1,25,1,1,2,1,1,36,1,1436394,,,,,,,,
1,2,3,45,1,1,2,5,1,48,1,2606419,,,,2,,,,
8,2,4,32,1,1,2,8,67,32,1,1755334,,,,,,,,
1,1,1,25,1,1,1,1,1,25,1,1428784,,,,,,,,
8,1,9,72,2,1,2,0,67,72,2,3269912,,,,,,,,
1,2,2,19,1,1,2,4,1,19,1,1195949,,,,,,,,
1,1,4,6,1,1,2,9,1,42,1,228432,,,,,,,,
8,1,4,8,1,1,2,8,67,8,1,577530,,,,,,,,
